Location,Sex,Age,Mean/Expected_Mortality,Mortality,Excess_mortality,STANDARD_DEVIATION,Z-Score(95%),SIGNIFICANT,Conf_interval,Lower_bound_Mean/Expected_Mortality,Upper_bound_Mean/Expected_Mortality,P_Score,P_Score_fluctuation,Mean/Expected_Mortality ±,Excess_mortality ±,P_Score ±
Ruse,Male,(25-29),6.8,1,-5.8,3.3,-1.8,Not Significant,6.5,0.3,13.3,-85.3,7.2,6.8 (±6.5),-5.8 (±6.5),-85.3% (±7.2%)
Ruse,Male,(30-34),8.2,0,-8.2,3.3,-2.5,Significant Decrease,6.4,1.8,14.6,-100.0,0.0,8.2 (±6.4),-8.2 (±6.4),-100.0% (±0.0%)
Ruse,Male,(35-39),7.8,4,-3.8,4.6,-0.8,Not Significant,9.0,-1.2,16.8,-48.7,27.5,7.8 (±9.0),-3.8 (±9.0),-48.7% (±27.5%)
Ruse,Male,(40-44),16.0,10,-6.0,6.4,-0.9,Not Significant,12.6,3.4,28.6,-37.5,27.5,16.0 (±12.6),-6.0 (±12.6),-37.5% (±27.5%)
Ruse,Male,(45-49),5.7,11,5.3,7.6,0.7,Not Significant,14.9,-9.2,20.6,93.0,139.6,5.7 (±14.9),5.3 (±14.9),93.0% (±139.6%)
Ruse,Male,(5-9),0.0,1,1.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),1.0 (±0.0),0.0% (±nan%)
Ruse,Male,(50-54),35.5,24,-11.5,10.8,-1.1,Not Significant,21.3,14.2,56.8,-32.4,25.3,35.5 (±21.3),-11.5 (±21.3),-32.4% (±25.3%)
Ruse,Male,(55-59),54.0,49,-5.0,13.4,-0.4,Not Significant,26.2,27.8,80.2,-9.3,29.6,54.0 (±26.2),-5.0 (±26.2),-9.3% (±29.6%)
Ruse,Male,(60-64),86.3,88,1.7,16.7,0.1,Not Significant,32.8,53.5,119.1,2.0,28.1,86.3 (±32.8),1.7 (±32.8),2.0% (±28.1%)
Ruse,Male,(65-69),135.8,92,-43.8,20.1,-2.2,Significant Decrease,39.4,96.4,175.2,-32.3,15.2,135.8 (±39.4),-43.8 (±39.4),-32.3% (±15.2%)
Ruse,Male,(70-74),149.1,149,-0.1,22.9,-0.0,Not Significant,45.0,104.1,194.1,-0.1,23.1,149.1 (±45.0),-0.1 (±45.0),-0.1% (±23.1%)
Ruse,Male,(75-79),101.6,159,57.4,20.5,2.8,Significant Increase,40.1,61.5,141.7,56.5,44.3,101.6 (±40.1),57.4 (±40.1),56.5% (±44.3%)
Ruse,Male,(80-84),115.2,121,5.8,22.3,0.3,Not Significant,43.6,71.6,158.8,5.0,28.8,115.2 (±43.6),5.8 (±43.6),5.0% (±28.8%)
Ruse,Male,(85-89),99.3,90,-9.3,16.0,-0.6,Not Significant,31.4,67.9,130.7,-9.4,21.7,99.3 (±31.4),-9.3 (±31.4),-9.4% (±21.7%)
Ruse,Male,(90+),60.3,44,-16.3,11.9,-1.4,Not Significant,23.4,36.9,83.7,-27.0,20.4,60.3 (±23.4),-16.3 (±23.4),-27.0% (±20.4%)
Ruse,Total,(0-4),3.2,4,0.8,4.9,0.2,Not Significant,9.5,-6.3,12.7,25.0,93.5,3.2 (±9.5),0.8 (±9.5),25.0% (±93.5%)
Ruse,Total,(10-14),2.4,0,-2.4,1.2,-2.0,Significant Decrease,2.3,0.1,4.7,-100.0,0.0,2.4 (±2.3),-2.4 (±2.3),-100.0% (±0.0%)
Ruse,Total,(15-19),0.9,0,-0.9,2.2,-0.4,Not Significant,4.3,-3.4,5.2,-100.0,0.0,0.9 (±4.3),-0.9 (±4.3),-100.0% (±0.0%)
Ruse,Total,(20-24),2.2,2,-0.2,2.9,-0.1,Not Significant,5.8,-3.6,8.0,-9.1,65.9,2.2 (±5.8),-0.2 (±5.8),-9.1% (±65.9%)
Ruse,Total,(25-29),6.9,1,-5.9,3.5,-1.7,Not Significant,6.9,-0.0,13.8,-85.5,7.3,6.9 (±6.9),-5.9 (±6.9),-85.5% (±7.3%)
Ruse,Total,(30-34),10.7,1,-9.7,4.9,-2.0,Significant Decrease,9.6,1.1,20.3,-90.7,4.4,10.7 (±9.6),-9.7 (±9.6),-90.7% (±4.4%)
Ruse,Total,(35-39),11.0,7,-4.0,6.1,-0.7,Not Significant,11.9,-0.9,22.9,-36.4,33.0,11.0 (±11.9),-4.0 (±11.9),-36.4% (±33.0%)
Ruse,Total,(40-44),23.7,13,-10.7,8.5,-1.3,Not Significant,16.6,7.1,40.3,-45.1,22.6,23.7 (±16.6),-10.7 (±16.6),-45.1% (±22.6%)
Ruse,Total,(45-49),16.5,21,4.5,9.1,0.5,Not Significant,17.8,-1.3,34.3,27.3,66.1,16.5 (±17.8),4.5 (±17.8),27.3% (±66.1%)
Ruse,Total,(5-9),-0.9,2,2.9,1.5,2.0,Not Significant,2.9,-3.8,2.0,-322.2,-322.2,-0.9 (±2.9),2.9 (±2.9),-322.2% (±-322.2%)
Ruse,Total,(50-54),46.5,33,-13.5,12.5,-1.1,Not Significant,24.5,22.0,71.0,-29.0,24.5,46.5 (±24.5),-13.5 (±24.5),-29.0% (±24.5%)
Ruse,Total,(55-59),75.0,69,-6.0,16.2,-0.4,Not Significant,31.8,43.2,106.8,-8.0,27.4,75.0 (±31.8),-6.0 (±31.8),-8.0% (±27.4%)
Ruse,Total,(60-64),123.2,127,3.8,18.9,0.2,Not Significant,37.1,86.1,160.3,3.1,23.9,123.2 (±37.1),3.8 (±37.1),3.1% (±23.9%)
Ruse,Total,(65-69),185.5,166,-19.5,24.4,-0.8,Not Significant,47.8,137.7,233.3,-10.5,18.3,185.5 (±47.8),-19.5 (±47.8),-10.5% (±18.3%)
Ruse,Total,(70-74),227.0,249,22.0,27.7,0.8,Not Significant,54.3,172.7,281.3,9.7,21.2,227.0 (±54.3),22.0 (±54.3),9.7% (±21.2%)
Ruse,Total,(75-79),197.6,303,105.4,28.7,3.7,Significant Increase,56.3,141.3,253.9,53.3,34.0,197.6 (±56.3),105.4 (±56.3),53.3% (±34.0%)
Ruse,Total,(80-84),237.7,295,57.3,36.6,1.6,Not Significant,71.7,166.0,309.4,24.1,28.8,237.7 (±71.7),57.3 (±71.7),24.1% (±28.8%)
Ruse,Total,(85-89),208.7,272,63.3,30.3,2.1,Significant Increase,59.5,149.2,268.2,30.3,28.9,208.7 (±59.5),63.3 (±59.5),30.3% (±28.9%)
Ruse,Total,(90+),158.9,140,-18.9,21.9,-0.9,Not Significant,42.9,116.0,201.8,-11.9,18.7,158.9 (±42.9),-18.9 (±42.9),-11.9% (±18.7%)
Shumen,Female,(0-4),1.1,0,-1.1,2.4,-0.5,Not Significant,4.6,-3.5,5.7,-100.0,0.0,1.1 (±4.6),-1.1 (±4.6),-100.0% (±0.0%)
Shumen,Female,(10-14),0.0,0,0.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Shumen,Female,(15-19),-0.5,0,0.5,1.9,0.3,Not Significant,3.8,-4.3,3.3,-100.0,0.0,-0.5 (±3.8),0.5 (±3.8),-100.0% (±0.0%)
Shumen,Female,(20-24),2.0,0,-2.0,1.7,-1.2,Not Significant,3.4,-1.4,5.4,-100.0,0.0,2.0 (±3.4),-2.0 (±3.4),-100.0% (±0.0%)
Shumen,Female,(25-29),2.8,1,-1.8,1.6,-1.1,Not Significant,3.1,-0.3,5.9,-64.3,18.8,2.8 (±3.1),-1.8 (±3.1),-64.3% (±18.8%)
Shumen,Female,(30-34),0.1,1,0.9,1.5,0.6,Not Significant,2.9,-2.8,3.0,900.0,966.7,0.1 (±2.9),0.9 (±2.9),900.0% (±966.7%)
Shumen,Female,(35-39),1.5,4,2.5,2.4,1.0,Not Significant,4.8,-3.3,6.3,166.7,203.2,1.5 (±4.8),2.5 (±4.8),166.7% (±203.2%)
Shumen,Female,(40-44),-1.0,4,5.0,4.0,1.3,Not Significant,7.8,-8.8,6.8,-500.0,-458.8,-1.0 (±7.8),5.0 (±7.8),-500.0% (±-458.8%)
Shumen,Female,(45-49),5.3,2,-3.3,4.9,-0.7,Not Significant,9.7,-4.4,15.0,-62.3,24.4,5.3 (±9.7),-3.3 (±9.7),-62.3% (±24.4%)
Shumen,Female,(5-9),0.7,0,-0.7,0.9,-0.8,Not Significant,1.7,-1.0,2.4,-100.0,0.0,0.7 (±1.7),-0.7 (±1.7),-100.0% (±0.0%)
Shumen,Female,(50-54),12.2,10,-2.2,6.0,-0.4,Not Significant,11.9,0.3,24.1,-18.0,40.5,12.2 (±11.9),-2.2 (±11.9),-18.0% (±40.5%)
Shumen,Female,(55-59),25.1,11,-14.1,8.7,-1.6,Not Significant,17.1,8.0,42.2,-56.2,17.7,25.1 (±17.1),-14.1 (±17.1),-56.2% (±17.7%)
Shumen,Female,(60-64),15.4,31,15.6,11.3,1.4,Not Significant,22.1,-6.7,37.5,101.3,118.6,15.4 (±22.1),15.6 (±22.1),101.3% (±118.6%)
Shumen,Female,(65-69),29.0,45,16.0,12.1,1.3,Not Significant,23.8,5.2,52.8,55.2,70.0,29.0 (±23.8),16.0 (±23.8),55.2% (±70.0%)
Shumen,Female,(70-74),57.5,76,18.5,15.0,1.2,Not Significant,29.3,28.2,86.8,32.2,44.6,57.5 (±29.3),18.5 (±29.3),32.2% (±44.6%)
Shumen,Female,(75-79),64.7,94,29.3,19.1,1.5,Not Significant,37.5,27.2,102.2,45.3,53.3,64.7 (±37.5),29.3 (±37.5),45.3% (±53.3%)
Shumen,Female,(80-84),97.3,95,-2.3,22.2,-0.1,Not Significant,43.5,53.8,140.8,-2.4,30.1,97.3 (±43.5),-2.3 (±43.5),-2.4% (±30.1%)
Shumen,Female,(85-89),73.2,103,29.8,17.5,1.7,Not Significant,34.3,38.9,107.5,40.7,44.9,73.2 (±34.3),29.8 (±34.3),40.7% (±44.9%)
Shumen,Female,(90+),75.3,57,-18.3,14.8,-1.2,Not Significant,29.0,46.3,104.3,-24.3,21.0,75.3 (±29.0),-18.3 (±29.0),-24.3% (±21.0%)
Shumen,Male,(0-4),1.6,0,-1.6,2.5,-0.6,Not Significant,5.0,-3.4,6.6,-100.0,0.0,1.6 (±5.0),-1.6 (±5.0),-100.0% (±0.0%)
Shumen,Male,(10-14),1.2,0,-1.2,0.9,-1.4,Not Significant,1.7,-0.5,2.9,-100.0,0.0,1.2 (±1.7),-1.2 (±1.7),-100.0% (±0.0%)
Shumen,Male,(15-19),0.1,1,0.9,1.5,0.6,Not Significant,2.9,-2.8,3.0,900.0,966.7,0.1 (±2.9),0.9 (±2.9),900.0% (±966.7%)
Shumen,Male,(20-24),1.9,0,-1.9,2.2,-0.9,Not Significant,4.3,-2.4,6.2,-100.0,0.0,1.9 (±4.3),-1.9 (±4.3),-100.0% (±0.0%)
Shumen,Male,(25-29),-0.4,1,1.4,1.5,0.9,Not Significant,2.9,-3.3,2.5,-350.0,-290.0,-0.4 (±2.9),1.4 (±2.9),-350.0% (±-290.0%)
Shumen,Male,(30-34),1.0,0,-1.0,4.3,-0.2,Not Significant,8.4,-7.4,9.4,-100.0,0.0,1.0 (±8.4),-1.0 (±8.4),-100.0% (±0.0%)
Shumen,Male,(35-39),2.0,5,3.0,3.0,1.0,Not Significant,5.9,-3.9,7.9,150.0,186.7,2.0 (±5.9),3.0 (±5.9),150.0% (±186.7%)
Shumen,Male,(40-44),3.1,3,-0.1,4.0,-0.0,Not Significant,7.8,-4.7,10.9,-3.2,69.3,3.1 (±7.8),-0.1 (±7.8),-3.2% (±69.3%)
Shumen,Male,(45-49),18.5,16,-2.5,8.2,-0.3,Not Significant,16.0,2.5,34.5,-13.5,40.1,18.5 (±16.0),-2.5 (±16.0),-13.5% (±40.1%)
Shumen,Male,(5-9),1.2,0,-1.2,0.9,-1.4,Not Significant,1.7,-0.5,2.9,-100.0,0.0,1.2 (±1.7),-1.2 (±1.7),-100.0% (±0.0%)
Shumen,Male,(50-54),28.2,17,-11.2,8.6,-1.3,Not Significant,16.8,11.4,45.0,-39.7,22.5,28.2 (±16.8),-11.2 (±16.8),-39.7% (±22.5%)
Shumen,Male,(55-59),47.1,26,-21.1,12.5,-1.7,Not Significant,24.5,22.6,71.6,-44.8,18.9,47.1 (±24.5),-21.1 (±24.5),-44.8% (±18.9%)
Shumen,Male,(60-64),83.4,60,-23.4,13.0,-1.8,Not Significant,25.5,57.9,108.9,-28.1,16.8,83.4 (±25.5),-23.4 (±25.5),-28.1% (±16.8%)
Shumen,Male,(65-69),100.5,65,-35.5,17.2,-2.1,Significant Decrease,33.6,66.9,134.1,-35.3,16.2,100.5 (±33.6),-35.5 (±33.6),-35.3% (±16.2%)
Shumen,Male,(70-74),123.9,114,-9.9,14.6,-0.7,Not Significant,28.6,95.3,152.5,-8.0,17.2,123.9 (±28.6),-9.9 (±28.6),-8.0% (±17.2%)
Shumen,Male,(75-79),63.1,100,36.9,18.8,2.0,Not Significant,36.9,26.2,100.0,58.5,58.5,63.1 (±36.9),36.9 (±36.9),58.5% (±58.5%)
Shumen,Male,(80-84),50.2,66,15.8,17.7,0.9,Not Significant,34.7,15.5,84.9,31.5,53.8,50.2 (±34.7),15.8 (±34.7),31.5% (±53.8%)
Shumen,Male,(85-89),68.5,77,8.5,15.8,0.5,Not Significant,30.9,37.6,99.4,12.4,34.9,68.5 (±30.9),8.5 (±30.9),12.4% (±34.9%)
Shumen,Male,(90+),28.4,36,7.6,9.5,0.8,Not Significant,18.7,9.7,47.1,26.8,50.4,28.4 (±18.7),7.6 (±18.7),26.8% (±50.4%)
Shumen,Total,(0-4),2.7,0,-2.7,3.9,-0.7,Not Significant,7.6,-4.9,10.3,-100.0,0.0,2.7 (±7.6),-2.7 (±7.6),-100.0% (±0.0%)
Shumen,Total,(10-14),1.2,0,-1.2,0.9,-1.4,Not Significant,1.7,-0.5,2.9,-100.0,0.0,1.2 (±1.7),-1.2 (±1.7),-100.0% (±0.0%)
Shumen,Total,(15-19),-0.4,1,1.4,2.4,0.6,Not Significant,4.6,-5.0,4.2,-350.0,-273.8,-0.4 (±4.6),1.4 (±4.6),-350.0% (±-273.8%)
Shumen,Total,(20-24),3.9,0,-3.9,2.9,-1.4,Not Significant,5.6,-1.7,9.5,-100.0,0.0,3.9 (±5.6),-3.9 (±5.6),-100.0% (±0.0%)
Shumen,Total,(25-29),2.4,2,-0.4,2.1,-0.2,Not Significant,4.1,-1.7,6.5,-16.7,52.5,2.4 (±4.1),-0.4 (±4.1),-16.7% (±52.5%)
Shumen,Total,(30-34),1.1,1,-0.1,4.5,-0.0,Not Significant,8.8,-7.7,9.9,-9.1,80.8,1.1 (±8.8),-0.1 (±8.8),-9.1% (±80.8%)
Shumen,Total,(35-39),3.5,9,5.5,3.6,1.5,Not Significant,7.0,-3.5,10.5,157.1,171.4,3.5 (±7.0),5.5 (±7.0),157.1% (±171.4%)
Shumen,Total,(40-44),2.1,7,4.9,5.9,0.8,Not Significant,11.6,-9.5,13.7,233.3,282.2,2.1 (±11.6),4.9 (±11.6),233.3% (±282.2%)
Shumen,Total,(45-49),23.8,18,-5.8,9.8,-0.6,Not Significant,19.2,4.6,43.0,-24.4,33.7,23.8 (±19.2),-5.8 (±19.2),-24.4% (±33.7%)
Shumen,Total,(5-9),1.9,0,-1.9,1.2,-1.6,Not Significant,2.4,-0.5,4.3,-100.0,0.0,1.9 (±2.4),-1.9 (±2.4),-100.0% (±0.0%)
Shumen,Total,(50-54),40.4,27,-13.4,10.9,-1.2,Not Significant,21.3,19.1,61.7,-33.2,23.0,40.4 (±21.3),-13.4 (±21.3),-33.2% (±23.0%)
Shumen,Total,(55-59),72.2,37,-35.2,15.1,-2.3,Significant Decrease,29.5,42.7,101.7,-48.8,14.8,72.2 (±29.5),-35.2 (±29.5),-48.8% (±14.8%)
Shumen,Total,(60-64),98.8,91,-7.8,16.8,-0.5,Not Significant,32.9,65.9,131.7,-7.9,23.0,98.8 (±32.9),-7.8 (±32.9),-7.9% (±23.0%)
Shumen,Total,(65-69),129.5,110,-19.5,21.6,-0.9,Not Significant,42.4,87.1,171.9,-15.1,20.9,129.5 (±42.4),-19.5 (±42.4),-15.1% (±20.9%)
Shumen,Total,(70-74),181.4,190,8.6,20.7,0.4,Not Significant,40.6,140.8,222.0,4.7,19.1,181.4 (±40.6),8.6 (±40.6),4.7% (±19.1%)
Shumen,Total,(75-79),127.8,194,66.2,27.3,2.4,Significant Increase,53.6,74.2,181.4,51.8,44.9,127.8 (±53.6),66.2 (±53.6),51.8% (±44.9%)
Shumen,Total,(80-84),147.5,161,13.5,29.4,0.5,Not Significant,57.7,89.8,205.2,9.2,30.7,147.5 (±57.7),13.5 (±57.7),9.2% (±30.7%)
Shumen,Total,(85-89),141.7,180,38.3,22.2,1.7,Not Significant,43.5,98.2,185.2,27.0,29.8,141.7 (±43.5),38.3 (±43.5),27.0% (±29.8%)
Shumen,Total,(90+),103.7,93,-10.7,17.7,-0.6,Not Significant,34.7,69.0,138.4,-10.3,22.5,103.7 (±34.7),-10.7 (±34.7),-10.3% (±22.5%)
Silistra,Female,(0-4),-0.2,0,0.2,1.7,0.1,Not Significant,3.4,-3.6,3.2,-100.0,0.0,-0.2 (±3.4),0.2 (±3.4),-100.0% (±0.0%)
Silistra,Female,(10-14),-0.3,0,0.3,0.9,0.3,Not Significant,1.7,-2.0,1.4,-100.0,0.0,-0.3 (±1.7),0.3 (±1.7),-100.0% (±0.0%)
Silistra,Female,(15-19),1.6,0,-1.6,1.5,-1.1,Not Significant,2.9,-1.3,4.5,-100.0,0.0,1.6 (±2.9),-1.6 (±2.9),-100.0% (±0.0%)
Silistra,Female,(20-24),0.1,1,0.9,1.5,0.6,Not Significant,2.9,-2.8,3.0,900.0,966.7,0.1 (±2.9),0.9 (±2.9),900.0% (±966.7%)
Silistra,Female,(25-29),0.4,0,-0.4,1.2,-0.3,Not Significant,2.4,-2.0,2.8,-100.0,0.0,0.4 (±2.4),-0.4 (±2.4),-100.0% (±0.0%)
Silistra,Female,(30-34),0.1,0,-0.1,1.5,-0.1,Not Significant,2.9,-2.8,3.0,-100.0,0.0,0.1 (±2.9),-0.1 (±2.9),-100.0% (±0.0%)
Silistra,Female,(35-39),2.4,3,0.6,2.2,0.3,Not Significant,4.3,-1.9,6.7,25.0,80.2,2.4 (±4.3),0.6 (±4.3),25.0% (±80.2%)
Silistra,Female,(40-44),-2.2,4,6.2,2.8,2.2,Significant Increase,5.6,-7.8,3.4,-281.8,-299.4,-2.2 (±5.6),6.2 (±5.6),-281.8% (±-299.4%)
Silistra,Female,(45-49),2.7,2,-0.7,3.1,-0.2,Not Significant,6.0,-3.3,8.7,-25.9,51.1,2.7 (±6.0),-0.7 (±6.0),-25.9% (±51.1%)
Silistra,Female,(5-9),0.0,0,0.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Silistra,Female,(50-54),5.5,5,-0.5,4.8,-0.1,Not Significant,9.4,-3.9,14.9,-9.1,57.3,5.5 (±9.4),-0.5 (±9.4),-9.1% (±57.3%)
Silistra,Female,(55-59),14.1,7,-7.1,6.1,-1.2,Not Significant,12.0,2.1,26.1,-50.4,22.8,14.1 (±12.0),-7.1 (±12.0),-50.4% (±22.8%)
Silistra,Female,(60-64),15.4,19,3.6,7.6,0.5,Not Significant,14.9,0.5,30.3,23.4,60.7,15.4 (±14.9),3.6 (±14.9),23.4% (±60.7%)
Silistra,Female,(65-69),33.1,31,-2.1,8.3,-0.3,Not Significant,16.3,16.8,49.4,-6.3,30.9,33.1 (±16.3),-2.1 (±16.3),-6.3% (±30.9%)
Silistra,Female,(70-74),58.4,60,1.6,13.8,0.1,Not Significant,27.1,31.3,85.5,2.7,32.5,58.4 (±27.1),1.6 (±27.1),2.7% (±32.5%)
Silistra,Female,(75-79),64.5,62,-2.5,12.7,-0.2,Not Significant,24.9,39.6,89.4,-3.9,26.7,64.5 (±24.9),-2.5 (±24.9),-3.9% (±26.7%)
Silistra,Female,(80-84),81.1,87,5.9,14.7,0.4,Not Significant,28.7,52.4,109.8,7.3,28.1,81.1 (±28.7),5.9 (±28.7),7.3% (±28.1%)
Silistra,Female,(85-89),60.0,70,10.0,14.9,0.7,Not Significant,29.1,30.9,89.1,16.7,38.1,60.0 (±29.1),10.0 (±29.1),16.7% (±38.1%)
Silistra,Female,(90+),51.9,29,-22.9,9.9,-2.3,Significant Decrease,19.5,32.4,71.4,-44.1,15.3,51.9 (±19.5),-22.9 (±19.5),-44.1% (±15.3%)
Silistra,Male,(0-4),0.4,1,0.6,3.0,0.2,Not Significant,6.0,-5.6,6.4,150.0,234.4,0.4 (±6.0),0.6 (±6.0),150.0% (±234.4%)
Silistra,Male,(10-14),-0.1,0,0.1,1.2,0.1,Not Significant,2.4,-2.5,2.3,-100.0,0.0,-0.1 (±2.4),0.1 (±2.4),-100.0% (±0.0%)
Silistra,Male,(15-19),-0.1,0,0.1,1.2,0.1,Not Significant,2.4,-2.5,2.3,-100.0,0.0,-0.1 (±2.4),0.1 (±2.4),-100.0% (±0.0%)
Silistra,Male,(20-24),1.3,0,-1.3,1.6,-0.8,Not Significant,3.2,-1.9,4.5,-100.0,0.0,1.3 (±3.2),-1.3 (±3.2),-100.0% (±0.0%)
Silistra,Male,(25-29),0.8,0,-0.8,2.5,-0.3,Not Significant,4.9,-4.1,5.7,-100.0,0.0,0.8 (±4.9),-0.8 (±4.9),-100.0% (±0.0%)
Silistra,Male,(30-34),0.7,1,0.3,2.0,0.1,Not Significant,4.0,-3.3,4.7,42.9,121.6,0.7 (±4.0),0.3 (±4.0),42.9% (±121.6%)
Silistra,Male,(35-39),2.2,9,6.8,2.7,2.5,Significant Increase,5.2,-3.0,7.4,309.1,287.5,2.2 (±5.2),6.8 (±5.2),309.1% (±287.5%)
Silistra,Male,(40-44),-0.5,6,6.5,4.8,1.4,Not Significant,9.3,-9.8,8.8,-1300.0,-1268.2,-0.5 (±9.3),6.5 (±9.3),-1300.0% (±-1268.2%)
Silistra,Male,(45-49),2.1,9,6.9,5.8,1.2,Not Significant,11.5,-9.4,13.6,328.6,362.4,2.1 (±11.5),6.9 (±11.5),328.6% (±362.4%)
Silistra,Male,(5-9),0.0,0,0.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Silistra,Male,(50-54),23.5,24,0.5,8.5,0.1,Not Significant,16.6,6.9,40.1,2.1,42.2,23.5 (±16.6),0.5 (±16.6),2.1% (±42.2%)
Silistra,Male,(55-59),18.8,28,9.2,9.2,1.0,Not Significant,18.1,0.7,36.9,48.9,73.0,18.8 (±18.1),9.2 (±18.1),48.9% (±73.0%)
Silistra,Male,(60-64),20.4,38,17.6,12.5,1.4,Not Significant,24.4,-4.0,44.8,86.3,101.5,20.4 (±24.4),17.6 (±24.4),86.3% (±101.5%)
Silistra,Male,(65-69),46.7,64,17.3,14.5,1.2,Not Significant,28.4,18.3,75.1,37.0,51.8,46.7 (±28.4),17.3 (±28.4),37.0% (±51.8%)
Silistra,Male,(70-74),78.4,85,6.6,14.5,0.5,Not Significant,28.4,50.0,106.8,8.4,28.8,78.4 (±28.4),6.6 (±28.4),8.4% (±28.8%)
Silistra,Male,(75-79),87.4,86,-1.4,15.7,-0.1,Not Significant,30.7,56.7,118.1,-1.6,25.6,87.4 (±30.7),-1.4 (±30.7),-1.6% (±25.6%)
Silistra,Male,(80-84),58.6,73,14.4,14.8,1.0,Not Significant,28.9,29.7,87.5,24.6,41.2,58.6 (±28.9),14.4 (±28.9),24.6% (±41.2%)
Silistra,Male,(85-89),43.5,58,14.5,8.9,1.6,Not Significant,17.5,26.0,61.0,33.3,38.2,43.5 (±17.5),14.5 (±17.5),33.3% (±38.2%)
Silistra,Male,(90+),9.5,27,17.5,7.4,2.4,Significant Increase,14.5,-5.0,24.0,184.2,171.7,9.5 (±14.5),17.5 (±14.5),184.2% (±171.7%)
Silistra,Total,(0-4),0.2,1,0.8,3.2,0.3,Not Significant,6.2,-6.0,6.4,400.0,484.4,0.2 (±6.2),0.8 (±6.2),400.0% (±484.4%)
Silistra,Total,(10-14),-0.4,0,0.4,1.5,0.3,Not Significant,2.9,-3.3,2.5,-100.0,0.0,-0.4 (±2.9),0.4 (±2.9),-100.0% (±0.0%)
Silistra,Total,(15-19),1.5,0,-1.5,1.9,-0.8,Not Significant,3.8,-2.3,5.3,-100.0,0.0,1.5 (±3.8),-1.5 (±3.8),-100.0% (±0.0%)
Silistra,Total,(20-24),1.4,1,-0.4,2.2,-0.2,Not Significant,4.3,-2.9,5.7,-28.6,53.9,1.4 (±4.3),-0.4 (±4.3),-28.6% (±53.9%)
Silistra,Total,(25-29),1.2,0,-1.2,2.7,-0.4,Not Significant,5.4,-4.2,6.6,-100.0,0.0,1.2 (±5.4),-1.2 (±5.4),-100.0% (±0.0%)
Silistra,Total,(30-34),0.8,1,0.2,2.4,0.1,Not Significant,4.8,-4.0,5.6,25.0,107.1,0.8 (±4.8),0.2 (±4.8),25.0% (±107.1%)
Silistra,Total,(35-39),4.6,12,7.4,3.4,2.2,Significant Increase,6.6,-2.0,11.2,160.9,153.8,4.6 (±6.6),7.4 (±6.6),160.9% (±153.8%)
Silistra,Total,(40-44),-2.7,10,12.7,5.5,2.3,Significant Increase,10.8,-13.5,8.1,-470.4,-493.9,-2.7 (±10.8),12.7 (±10.8),-470.4% (±-493.9%)
Silistra,Total,(45-49),4.8,11,6.2,6.5,1.0,Not Significant,12.7,-7.9,17.5,129.2,166.3,4.8 (±12.7),6.2 (±12.7),129.2% (±166.3%)
Silistra,Total,(5-9),0.0,0,0.0,0.0,,Undetermined,0.0,0.0,0.0,0.0,,0.0 (±0.0),0.0 (±0.0),0.0% (±nan%)
Silistra,Total,(50-54),29.0,29,0.0,10.3,0.0,Not Significant,20.1,8.9,49.1,0.0,40.9,29.0 (±20.1),0.0 (±20.1),0.0% (±40.9%)
Silistra,Total,(55-59),32.9,35,2.1,10.3,0.2,Not Significant,20.2,12.7,53.1,6.4,40.5,32.9 (±20.2),2.1 (±20.2),6.4% (±40.5%)
Silistra,Total,(60-64),35.8,57,21.2,14.1,1.5,Not Significant,27.6,8.2,63.4,59.2,69.3,35.8 (±27.6),21.2 (±27.6),59.2% (±69.3%)
Silistra,Total,(65-69),79.8,95,15.2,16.9,0.9,Not Significant,33.2,46.6,113.0,19.0,34.9,79.8 (±33.2),15.2 (±33.2),19.0% (±34.9%)
Silistra,Total,(70-74),136.8,145,8.2,19.5,0.4,Not Significant,38.2,98.6,175.0,6.0,23.1,136.8 (±38.2),8.2 (±38.2),6.0% (±23.1%)
Silistra,Total,(75-79),151.9,148,-3.9,19.6,-0.2,Not Significant,38.5,113.4,190.4,-2.6,19.7,151.9 (±38.5),-3.9 (±38.5),-2.6% (±19.7%)
Silistra,Total,(80-84),139.7,160,20.3,19.6,1.0,Not Significant,38.4,101.3,178.1,14.5,24.7,139.7 (±38.4),20.3 (±38.4),14.5% (±24.7%)
Silistra,Total,(85-89),103.5,128,24.5,18.0,1.4,Not Significant,35.3,68.2,138.8,23.7,31.5,103.5 (±35.3),24.5 (±35.3),23.7% (±31.5%)
Silistra,Total,(90+),61.4,56,-5.4,11.6,-0.5,Not Significant,22.6,38.8,84.0,-8.8,24.5,61.4 (±22.6),-5.4 (±22.6),-8.8% (±24.5%)
Sliven,Female,(0-4),9.6,3,-6.6,4.2,-1.6,Not Significant,8.2,1.4,17.8,-68.7,14.4,9.6 (±8.2),-6.6 (±8.2),-68.7% (±14.4%)
Sliven,Female,(10-14),0.9,0,-0.9,1.2,-0.7,Not Significant,2.4,-1.5,3.3,-100.0,0.0,0.9 (±2.4),-0.9 (±2.4),-100.0% (±0.0%)
