Location,Sex,Age,Mean/Expected_Mortality,Mortality,Excess_mortality,STANDARD_DEVIATION,Z-Score(95%),SIGNIFICANT,Conf_interval,Lower_bound_Mean/Expected_Mortality,Upper_bound_Mean/Expected_Mortality,P_Score,P_Score_fluctuation,Mean/Expected_Mortality ±,Excess_mortality ±,P_Score ±
Ruse,Male,(60-64),188.8,214,25.2,24.2,1.0,Not Significant,47.4,141.4,236.2,13.3,22.7,188.8 (±47.4),25.2 (±47.4),13.3% (±22.7%)
Ruse,Male,(65-69),301.4,368,66.6,25.6,2.6,Significant Increase,50.3,251.1,351.7,22.1,17.5,301.4 (±50.3),66.6 (±50.3),22.1% (±17.5%)
Ruse,Male,(70-74),340.2,492,151.8,29.1,5.2,Significant Increase,57.1,283.1,397.3,44.6,20.8,340.2 (±57.1),151.8 (±57.1),44.6% (±20.8%)
Ruse,Male,(75-79),255.2,445,189.8,29.5,6.4,Significant Increase,57.8,197.4,313.0,74.4,32.2,255.2 (±57.8),189.8 (±57.8),74.4% (±32.2%)
Ruse,Male,(80-84),264.6,364,99.4,30.1,3.3,Significant Increase,59.0,205.6,323.6,37.6,25.1,264.6 (±59.0),99.4 (±59.0),37.6% (±25.1%)
Ruse,Male,(85-89),229.8,279,49.2,24.6,2.0,Significant Increase,48.3,181.5,278.1,21.4,21.1,229.8 (±48.3),49.2 (±48.3),21.4% (±21.1%)
Ruse,Male,(90+),132.0,139,7.0,17.8,0.4,Not Significant,34.9,97.1,166.9,5.3,22.0,132.0 (±34.9),7.0 (±34.9),5.3% (±22.0%)
Ruse,Total,(0-4),9.8,9,-0.8,6.9,-0.1,Not Significant,13.6,-3.8,23.4,-8.2,53.3,9.8 (±13.6),-0.8 (±13.6),-8.2% (±53.3%)
Ruse,Total,(10-14),3.6,1,-2.6,2.0,-1.3,Not Significant,4.0,-0.4,7.6,-72.2,14.6,3.6 (±4.0),-2.6 (±4.0),-72.2% (±14.6%)
Ruse,Total,(15-19),1.6,2,0.4,3.4,0.1,Not Significant,6.7,-5.1,8.3,25.0,100.9,1.6 (±6.7),0.4 (±6.7),25.0% (±100.9%)
Ruse,Total,(20-24),5.4,5,-0.4,5.1,-0.1,Not Significant,10.0,-4.6,15.4,-7.4,60.1,5.4 (±10.0),-0.4 (±10.0),-7.4% (±60.1%)
Ruse,Total,(25-29),5.0,6,1.0,5.5,0.2,Not Significant,10.8,-5.8,15.8,20.0,82.0,5.0 (±10.8),1.0 (±10.8),20.0% (±82.0%)
Ruse,Total,(30-34),23.6,17,-6.6,7.4,-0.9,Not Significant,14.6,9.0,38.2,-28.0,27.5,23.6 (±14.6),-6.6 (±14.6),-28.0% (±27.5%)
Ruse,Total,(35-39),27.6,25,-2.6,7.6,-0.3,Not Significant,14.8,12.8,42.4,-9.4,31.6,27.6 (±14.8),-2.6 (±14.8),-9.4% (±31.6%)
Ruse,Total,(40-44),49.2,43,-6.2,11.2,-0.6,Not Significant,22.0,27.2,71.2,-12.6,27.0,49.2 (±22.0),-6.2 (±22.0),-12.6% (±27.0%)
Ruse,Total,(45-49),67.6,97,29.4,14.1,2.1,Significant Increase,27.6,40.0,95.2,43.5,41.6,67.6 (±27.6),29.4 (±27.6),43.5% (±41.6%)
Ruse,Total,(5-9),0.6,2,1.4,2.0,0.7,Not Significant,3.9,-3.3,4.5,233.3,288.9,0.6 (±3.9),1.4 (±3.9),233.3% (±288.9%)
Ruse,Total,(50-54),108.6,147,38.4,17.9,2.1,Significant Increase,35.1,73.5,143.7,35.4,33.1,108.6 (±35.1),38.4 (±35.1),35.4% (±33.1%)
Ruse,Total,(55-59),158.6,279,120.4,24.7,4.9,Significant Increase,48.3,110.3,206.9,75.9,41.1,158.6 (±48.3),120.4 (±48.3),75.9% (±41.1%)
Ruse,Total,(60-64),283.2,342,58.8,28.8,2.0,Significant Increase,56.4,226.8,339.6,20.8,20.1,283.2 (±56.4),58.8 (±56.4),20.8% (±20.1%)
Ruse,Total,(65-69),433.8,613,179.2,31.3,5.7,Significant Increase,61.3,372.5,495.1,41.3,17.5,433.8 (±61.3),179.2 (±61.3),41.3% (±17.5%)
Ruse,Total,(70-74),525.6,848,322.4,38.9,8.3,Significant Increase,76.2,449.4,601.8,61.3,20.4,525.6 (±76.2),322.4 (±76.2),61.3% (±20.4%)
Ruse,Total,(75-79),519.2,909,389.8,43.2,9.0,Significant Increase,84.7,434.5,603.9,75.1,24.6,519.2 (±84.7),389.8 (±84.7),75.1% (±24.6%)
Ruse,Total,(80-84),621.8,807,185.2,49.5,3.7,Significant Increase,97.1,524.7,718.9,29.8,17.5,621.8 (±97.1),185.2 (±97.1),29.8% (±17.5%)
Ruse,Total,(85-89),590.0,778,188.0,42.7,4.4,Significant Increase,83.8,506.2,673.8,31.9,16.4,590.0 (±83.8),188.0 (±83.8),31.9% (±16.4%)
Ruse,Total,(90+),373.2,421,47.8,31.1,1.5,Not Significant,60.9,312.3,434.1,12.8,15.8,373.2 (±60.9),47.8 (±60.9),12.8% (±15.8%)
Shumen,Female,(0-4),-1.2,6,7.2,3.8,1.9,Not Significant,7.5,-8.7,6.3,-600.0,-595.2,-1.2 (±7.5),7.2 (±7.5),-600.0% (±-595.2%)
Shumen,Female,(10-14),2.4,3,0.6,1.5,0.4,Not Significant,2.9,-0.5,5.3,25.0,68.4,2.4 (±2.9),0.6 (±2.9),25.0% (±68.4%)
Shumen,Female,(15-19),-0.4,3,3.4,2.1,1.6,Not Significant,4.1,-4.5,3.7,-850.0,-831.1,-0.4 (±4.1),3.4 (±4.1),-850.0% (±-831.1%)
Shumen,Female,(20-24),4.0,2,-2.0,2.2,-0.9,Not Significant,4.4,-0.4,8.4,-50.0,26.2,4.0 (±4.4),-2.0 (±4.4),-50.0% (±26.2%)
Shumen,Female,(25-29),4.0,3,-1.0,2.0,-0.5,Not Significant,4.0,0.0,8.0,-25.0,37.5,4.0 (±4.0),-1.0 (±4.0),-25.0% (±37.5%)
Shumen,Female,(30-34),2.6,4,1.4,2.4,0.6,Not Significant,4.6,-2.0,7.2,53.8,98.2,2.6 (±4.6),1.4 (±4.6),53.8% (±98.2%)
Shumen,Female,(35-39),7.4,9,1.6,4.1,0.4,Not Significant,8.0,-0.6,15.4,21.6,63.2,7.4 (±8.0),1.6 (±8.0),21.6% (±63.2%)
Shumen,Female,(40-44),3.0,25,22.0,5.4,4.1,Significant Increase,10.6,-7.6,13.6,733.3,649.5,3.0 (±10.6),22.0 (±10.6),733.3% (±649.5%)
Shumen,Female,(45-49),18.8,28,9.2,7.4,1.2,Not Significant,14.6,4.2,33.4,48.9,65.1,18.8 (±14.6),9.2 (±14.6),48.9% (±65.1%)
Shumen,Female,(5-9),0.8,0,-0.8,1.1,-0.8,Not Significant,2.1,-1.3,2.9,-100.0,0.0,0.8 (±2.1),-0.8 (±2.1),-100.0% (±0.0%)
Shumen,Female,(50-54),24.0,35,11.0,8.9,1.2,Not Significant,17.4,6.6,41.4,45.8,61.3,24.0 (±17.4),11.0 (±17.4),45.8% (±61.3%)
Shumen,Female,(55-59),55.0,72,17.0,12.3,1.4,Not Significant,24.1,30.9,79.1,30.9,39.9,55.0 (±24.1),17.0 (±24.1),30.9% (±39.9%)
Shumen,Female,(60-64),48.6,103,54.4,15.7,3.5,Significant Increase,30.8,17.8,79.4,111.9,82.2,48.6 (±30.8),54.4 (±30.8),111.9% (±82.2%)
Shumen,Female,(65-69),94.0,177,83.0,17.1,4.9,Significant Increase,33.5,60.5,127.5,88.3,49.5,94.0 (±33.5),83.0 (±33.5),88.3% (±49.5%)
Shumen,Female,(70-74),172.8,274,101.2,22.1,4.6,Significant Increase,43.4,129.4,216.2,58.6,31.9,172.8 (±43.4),101.2 (±43.4),58.6% (±31.9%)
Shumen,Female,(75-79),207.2,322,114.8,24.5,4.7,Significant Increase,48.0,159.2,255.2,55.4,29.2,207.2 (±48.0),114.8 (±48.0),55.4% (±29.2%)
Shumen,Female,(80-84),243.4,337,93.6,29.0,3.2,Significant Increase,56.8,186.6,300.2,38.5,26.2,243.4 (±56.8),93.6 (±56.8),38.5% (±26.2%)
Shumen,Female,(85-89),227.8,302,74.2,24.4,3.0,Significant Increase,47.9,179.9,275.7,32.6,23.1,227.8 (±47.9),74.2 (±47.9),32.6% (±23.1%)
Shumen,Female,(90+),164.6,185,20.4,21.6,0.9,Not Significant,42.3,122.3,206.9,12.4,23.0,164.6 (±42.3),20.4 (±42.3),12.4% (±23.0%)
Shumen,Male,(0-4),2.0,4,2.0,3.5,0.6,Not Significant,6.9,-4.9,8.9,100.0,155.1,2.0 (±6.9),2.0 (±6.9),100.0% (±155.1%)
Shumen,Male,(10-14),1.2,0,-1.2,1.5,-0.8,Not Significant,2.9,-1.7,4.1,-100.0,0.0,1.2 (±2.9),-1.2 (±2.9),-100.0% (±0.0%)
Shumen,Male,(15-19),2.0,1,-1.0,2.9,-0.3,Not Significant,5.7,-3.7,7.7,-50.0,37.0,2.0 (±5.7),-1.0 (±5.7),-50.0% (±37.0%)
Shumen,Male,(20-24),4.6,6,1.4,2.8,0.5,Not Significant,5.5,-0.9,10.1,30.4,71.0,4.6 (±5.5),1.4 (±5.5),30.4% (±71.0%)
Shumen,Male,(25-29),0.0,8,8.0,3.6,2.2,Significant Increase,7.1,-7.1,7.1,241092057139648.2,241092057139635.5,0.0 (±7.1),8.0 (±7.1),241092057139648.2% (±241092057139635.5%)
Shumen,Male,(30-34),11.6,9,-2.6,5.4,-0.5,Not Significant,10.6,1.0,22.2,-22.4,37.1,11.6 (±10.6),-2.6 (±10.6),-22.4% (±37.1%)
Shumen,Male,(35-39),9.8,18,8.2,5.3,1.6,Not Significant,10.3,-0.5,20.1,83.7,94.1,9.8 (±10.3),8.2 (±10.3),83.7% (±94.1%)
Shumen,Male,(40-44),14.4,37,22.6,8.3,2.7,Significant Increase,16.3,-1.9,30.7,156.9,136.4,14.4 (±16.3),22.6 (±16.3),156.9% (±136.4%)
Shumen,Male,(45-49),45.8,48,2.2,11.2,0.2,Not Significant,21.9,23.9,67.7,4.8,33.9,45.8 (±21.9),2.2 (±21.9),4.8% (±33.9%)
Shumen,Male,(5-9),1.2,0,-1.2,1.5,-0.8,Not Significant,2.9,-1.7,4.1,-100.0,0.0,1.2 (±2.9),-1.2 (±2.9),-100.0% (±0.0%)
Shumen,Male,(50-54),66.2,103,36.8,13.5,2.7,Significant Increase,26.4,39.8,92.6,55.6,44.4,66.2 (±26.4),36.8 (±26.4),55.6% (±44.4%)
Shumen,Male,(55-59),106.8,139,32.2,17.0,1.9,Not Significant,33.3,73.5,140.1,30.1,30.9,106.8 (±33.3),32.2 (±33.3),30.1% (±30.9%)
Shumen,Male,(60-64),166.6,188,21.4,20.2,1.1,Not Significant,39.6,127.0,206.2,12.8,21.6,166.6 (±39.6),21.4 (±39.6),12.8% (±21.6%)
Shumen,Male,(65-69),217.2,240,22.8,26.3,0.9,Not Significant,51.5,165.7,268.7,10.5,21.2,217.2 (±51.5),22.8 (±51.5),10.5% (±21.2%)
Shumen,Male,(70-74),255.4,341,85.6,22.7,3.8,Significant Increase,44.5,210.9,299.9,33.5,19.8,255.4 (±44.5),85.6 (±44.5),33.5% (±19.8%)
Shumen,Male,(75-79),178.6,331,152.4,24.3,6.3,Significant Increase,47.7,130.9,226.3,85.3,39.0,178.6 (±47.7),152.4 (±47.7),85.3% (±39.0%)
Shumen,Male,(80-84),186.8,231,44.2,25.8,1.7,Not Significant,50.5,136.3,237.3,23.7,26.4,186.8 (±50.5),44.2 (±50.5),23.7% (±26.4%)
Shumen,Male,(85-89),161.0,202,41.0,21.1,1.9,Not Significant,41.3,119.7,202.3,25.5,25.6,161.0 (±41.3),41.0 (±41.3),25.5% (±25.6%)
Shumen,Male,(90+),68.8,79,10.2,12.5,0.8,Not Significant,24.6,44.2,93.4,14.8,30.2,68.8 (±24.6),10.2 (±24.6),14.8% (±30.2%)
Shumen,Total,(0-4),0.8,10,9.2,5.5,1.7,Not Significant,10.8,-10.0,11.6,1150.0,1163.8,0.8 (±10.8),9.2 (±10.8),1150.0% (±1163.8%)
Shumen,Total,(10-14),3.6,3,-0.6,2.1,-0.3,Not Significant,4.1,-0.5,7.7,-16.7,44.3,3.6 (±4.1),-0.6 (±4.1),-16.7% (±44.3%)
Shumen,Total,(15-19),1.6,4,2.4,3.7,0.6,Not Significant,7.3,-5.7,8.9,150.0,205.1,1.6 (±7.3),2.4 (±7.3),150.0% (±205.1%)
Shumen,Total,(20-24),8.6,8,-0.6,3.6,-0.2,Not Significant,7.1,1.5,15.7,-7.0,42.0,8.6 (±7.1),-0.6 (±7.1),-7.0% (±42.0%)
Shumen,Total,(25-29),4.0,11,7.0,4.3,1.6,Not Significant,8.4,-4.4,12.4,175.0,186.3,4.0 (±8.4),7.0 (±8.4),175.0% (±186.3%)
Shumen,Total,(30-34),14.2,13,-1.2,5.8,-0.2,Not Significant,11.3,2.9,25.5,-8.5,40.5,14.2 (±11.3),-1.2 (±11.3),-8.5% (±40.5%)
Shumen,Total,(35-39),17.2,27,9.8,6.6,1.5,Not Significant,12.9,4.3,30.1,57.0,67.3,17.2 (±12.9),9.8 (±12.9),57.0% (±67.3%)
Shumen,Total,(40-44),17.4,62,44.6,9.7,4.6,Significant Increase,19.0,-1.6,36.4,256.3,186.0,17.4 (±19.0),44.6 (±19.0),256.3% (±186.0%)
Shumen,Total,(45-49),64.6,76,11.4,13.6,0.8,Not Significant,26.7,37.9,91.3,17.6,34.4,64.6 (±26.7),11.4 (±26.7),17.6% (±34.4%)
Shumen,Total,(5-9),2.0,0,-2.0,1.8,-1.1,Not Significant,3.6,-1.6,5.6,-100.0,0.0,2.0 (±3.6),-2.0 (±3.6),-100.0% (±0.0%)
Shumen,Total,(50-54),90.2,138,47.8,16.2,2.9,Significant Increase,31.8,58.4,122.0,53.0,39.9,90.2 (±31.8),47.8 (±31.8),53.0% (±39.9%)
Shumen,Total,(55-59),161.8,211,49.2,20.2,2.4,Significant Increase,39.6,122.2,201.4,30.4,25.6,161.8 (±39.6),49.2 (±39.6),30.4% (±25.6%)
Shumen,Total,(60-64),215.2,291,75.8,26.0,2.9,Significant Increase,51.1,164.1,266.3,35.2,25.9,215.2 (±51.1),75.8 (±51.1),35.2% (±25.9%)
Shumen,Total,(65-69),311.2,417,105.8,32.2,3.3,Significant Increase,63.1,248.1,374.3,34.0,22.6,311.2 (±63.1),105.8 (±63.1),34.0% (±22.6%)
Shumen,Total,(70-74),428.2,615,186.8,30.9,6.1,Significant Increase,60.5,367.7,488.7,43.6,17.8,428.2 (±60.5),186.8 (±60.5),43.6% (±17.8%)
Shumen,Total,(75-79),385.8,653,267.2,34.6,7.7,Significant Increase,67.8,318.0,453.6,69.3,25.3,385.8 (±67.8),267.2 (±67.8),69.3% (±25.3%)
Shumen,Total,(80-84),430.2,568,137.8,40.5,3.4,Significant Increase,79.4,350.8,509.6,32.0,20.5,430.2 (±79.4),137.8 (±79.4),32.0% (±20.5%)
Shumen,Total,(85-89),388.8,504,115.2,31.0,3.7,Significant Increase,60.7,328.1,449.5,29.6,17.5,388.8 (±60.7),115.2 (±60.7),29.6% (±17.5%)
Shumen,Total,(90+),233.4,264,30.6,24.1,1.3,Not Significant,47.3,186.1,280.7,13.1,19.0,233.4 (±47.3),30.6 (±47.3),13.1% (±19.0%)
Silistra,Female,(0-4),-0.4,3,3.4,2.3,1.5,Not Significant,4.5,-4.9,4.1,-850.0,-823.2,-0.4 (±4.5),3.4 (±4.5),-850.0% (±-823.2%)
Silistra,Female,(10-14),-1.0,0,1.0,1.3,0.8,Not Significant,2.5,-3.5,1.5,-100.0,0.0,-1.0 (±2.5),1.0 (±2.5),-100.0% (±0.0%)
Silistra,Female,(15-19),4.6,1,-3.6,2.0,-1.8,Not Significant,3.8,0.8,8.4,-78.3,9.8,4.6 (±3.8),-3.6 (±3.8),-78.3% (±9.8%)
Silistra,Female,(20-24),2.2,2,-0.2,1.7,-0.1,Not Significant,3.3,-1.1,5.5,-9.1,54.5,2.2 (±3.3),-0.2 (±3.3),-9.1% (±54.5%)
Silistra,Female,(25-29),0.6,2,1.4,1.7,0.8,Not Significant,3.3,-2.7,3.9,233.3,282.0,0.6 (±3.3),1.4 (±3.3),233.3% (±282.0%)
Silistra,Female,(30-34),0.6,3,2.4,2.4,1.0,Not Significant,4.8,-4.2,5.4,400.0,444.4,0.6 (±4.8),2.4 (±4.8),400.0% (±444.4%)
Silistra,Female,(35-39),3.4,5,1.6,3.1,0.5,Not Significant,6.1,-2.7,9.5,47.1,94.5,3.4 (±6.1),1.6 (±6.1),47.1% (±94.5%)
Silistra,Female,(40-44),1.8,13,11.2,4.5,2.5,Significant Increase,8.8,-7.0,10.6,622.2,599.6,1.8 (±8.8),11.2 (±8.8),622.2% (±599.6%)
Silistra,Female,(45-49),3.0,20,17.0,5.1,3.3,Significant Increase,10.1,-7.1,13.1,566.7,514.0,3.0 (±10.1),17.0 (±10.1),566.7% (±514.0%)
Silistra,Female,(5-9),0.6,2,1.4,0.7,1.9,Not Significant,1.5,-0.9,2.1,233.3,238.1,0.6 (±1.5),1.4 (±1.5),233.3% (±238.1%)
Silistra,Female,(50-54),11.8,29,17.2,6.7,2.6,Significant Increase,13.1,-1.3,24.9,145.8,129.3,11.8 (±13.1),17.2 (±13.1),145.8% (±129.3%)
Silistra,Female,(55-59),23.0,53,30.0,9.2,3.2,Significant Increase,18.1,4.9,41.1,130.4,101.4,23.0 (±18.1),30.0 (±18.1),130.4% (±101.4%)
Silistra,Female,(60-64),48.6,76,27.4,11.2,2.5,Significant Increase,21.9,26.7,70.5,56.4,48.6,48.6 (±21.9),27.4 (±21.9),56.4% (±48.6%)
Silistra,Female,(65-69),70.4,118,47.6,15.0,3.2,Significant Increase,29.4,41.0,99.8,67.6,49.4,70.4 (±29.4),47.6 (±29.4),67.6% (±49.4%)
Silistra,Female,(70-74),115.6,220,104.4,18.4,5.7,Significant Increase,36.0,79.6,151.6,90.3,45.2,115.6 (±36.0),104.4 (±36.0),90.3% (±45.2%)
Silistra,Female,(75-79),164.4,249,84.6,19.3,4.4,Significant Increase,37.9,126.5,202.3,51.5,28.4,164.4 (±37.9),84.6 (±37.9),51.5% (±28.4%)
Silistra,Female,(80-84),185.0,243,58.0,22.8,2.5,Significant Increase,44.6,140.4,229.6,31.4,25.6,185.0 (±44.6),58.0 (±44.6),31.4% (±25.6%)
Silistra,Female,(85-89),165.0,190,25.0,20.1,1.2,Not Significant,39.4,125.6,204.4,15.2,22.2,165.0 (±39.4),25.0 (±39.4),15.2% (±22.2%)
Silistra,Female,(90+),90.8,91,0.2,15.3,0.0,Not Significant,30.0,60.8,120.8,0.2,24.9,90.8 (±30.0),0.2 (±30.0),0.2% (±24.9%)
Silistra,Male,(0-4),2.2,7,4.8,3.6,1.3,Not Significant,7.1,-4.9,9.3,218.2,242.9,2.2 (±7.1),4.8 (±7.1),218.2% (±242.9%)
Silistra,Male,(10-14),1.0,2,1.0,1.6,0.6,Not Significant,3.1,-2.1,4.1,100.0,151.2,1.0 (±3.1),1.0 (±3.1),100.0% (±151.2%)
Silistra,Male,(15-19),1.0,5,4.0,2.1,1.9,Not Significant,4.2,-3.2,5.2,400.0,403.8,1.0 (±4.2),4.0 (±4.2),400.0% (±403.8%)
Silistra,Male,(20-24),6.4,1,-5.4,3.0,-1.8,Not Significant,6.0,0.4,12.4,-84.4,7.5,6.4 (±6.0),-5.4 (±6.0),-84.4% (±7.5%)
Silistra,Male,(25-29),4.4,5,0.6,3.4,0.2,Not Significant,6.7,-2.3,11.1,13.6,68.6,4.4 (±6.7),0.6 (±6.7),13.6% (±68.6%)
Silistra,Male,(30-34),6.0,9,3.0,3.1,1.0,Not Significant,6.0,0.0,12.0,50.0,75.0,6.0 (±6.0),3.0 (±6.0),50.0% (±75.0%)
Silistra,Male,(35-39),6.4,11,4.6,5.2,0.9,Not Significant,10.1,-3.7,16.5,71.9,105.2,6.4 (±10.1),4.6 (±10.1),71.9% (±105.2%)
Silistra,Male,(40-44),10.2,13,2.8,7.3,0.4,Not Significant,14.2,-4.0,24.4,27.5,74.2,10.2 (±14.2),2.8 (±14.2),27.5% (±74.2%)
Silistra,Male,(45-49),13.0,37,24.0,9.5,2.5,Significant Increase,18.5,-5.5,31.5,184.6,167.1,13.0 (±18.5),24.0 (±18.5),184.6% (±167.1%)
Silistra,Male,(5-9),-0.6,0,0.6,0.7,0.8,Not Significant,1.5,-2.1,0.9,-100.0,0.0,-0.6 (±1.5),0.6 (±1.5),-100.0% (±0.0%)
Silistra,Male,(50-54),45.8,83,37.2,11.6,3.2,Significant Increase,22.7,23.1,68.5,81.2,60.0,45.8 (±22.7),37.2 (±22.7),81.2% (±60.0%)
Silistra,Male,(55-59),73.8,120,46.2,14.7,3.1,Significant Increase,28.9,44.9,102.7,62.6,45.8,73.8 (±28.9),46.2 (±28.9),62.6% (±45.8%)
Silistra,Male,(60-64),95.4,130,34.6,18.4,1.9,Not Significant,36.1,59.3,131.5,36.3,37.4,95.4 (±36.1),34.6 (±36.1),36.3% (±37.4%)
Silistra,Male,(65-69),128.8,189,60.2,20.2,3.0,Significant Increase,39.6,89.2,168.4,46.7,34.5,128.8 (±39.6),60.2 (±39.6),46.7% (±34.5%)
Silistra,Male,(70-74),182.4,218,35.6,21.3,1.7,Not Significant,41.7,140.7,224.1,19.5,22.2,182.4 (±41.7),35.6 (±41.7),19.5% (±22.2%)
Silistra,Male,(75-79),236.2,254,17.8,22.1,0.8,Not Significant,43.3,192.9,279.5,7.5,16.6,236.2 (±43.3),17.8 (±43.3),7.5% (±16.6%)
Silistra,Male,(80-84),143.0,181,38.0,20.1,1.9,Not Significant,39.3,103.7,182.3,26.6,27.3,143.0 (±39.3),38.0 (±39.3),26.6% (±27.3%)
Silistra,Male,(85-89),95.8,125,29.2,14.4,2.0,Significant Increase,28.2,67.6,124.0,30.5,29.7,95.8 (±28.2),29.2 (±28.2),30.5% (±29.7%)
Silistra,Male,(90+),33.8,43,9.2,10.8,0.9,Not Significant,21.1,12.7,54.9,27.2,48.9,33.8 (±21.1),9.2 (±21.1),27.2% (±48.9%)
Silistra,Total,(0-4),1.8,10,8.2,4.0,2.1,Significant Increase,7.8,-6.0,9.6,455.6,451.4,1.8 (±7.8),8.2 (±7.8),455.6% (±451.4%)
Silistra,Total,(10-14),0.0,2,2.0,2.0,1.0,Not Significant,4.0,-4.0,4.0,297071215525658.3,297071215525708.3,0.0 (±4.0),2.0 (±4.0),297071215525658.3% (±297071215525708.3%)
Silistra,Total,(15-19),5.6,6,0.4,3.1,0.1,Not Significant,6.0,-0.4,11.6,7.1,55.4,5.6 (±6.0),0.4 (±6.0),7.1% (±55.4%)
Silistra,Total,(20-24),8.6,3,-5.6,3.7,-1.5,Not Significant,7.3,1.3,15.9,-65.1,16.0,8.6 (±7.3),-5.6 (±7.3),-65.1% (±16.0%)
Silistra,Total,(25-29),5.0,7,2.0,3.8,0.5,Not Significant,7.4,-2.4,12.4,40.0,83.5,5.0 (±7.4),2.0 (±7.4),40.0% (±83.5%)
Silistra,Total,(30-34),6.6,12,5.4,3.9,1.4,Not Significant,7.6,-1.0,14.2,81.8,97.3,6.6 (±7.6),5.4 (±7.6),81.8% (±97.3%)
Silistra,Total,(35-39),9.8,16,6.2,6.0,1.0,Not Significant,11.8,-2.0,21.6,63.3,89.2,9.8 (±11.8),6.2 (±11.8),63.3% (±89.2%)
Silistra,Total,(40-44),12.0,26,14.0,8.6,1.6,Not Significant,16.9,-4.9,28.9,116.7,126.7,12.0 (±16.9),14.0 (±16.9),116.7% (±126.7%)
Silistra,Total,(45-49),16.0,57,41.0,11.3,3.6,Significant Increase,22.1,-6.1,38.1,256.3,206.7,16.0 (±22.1),41.0 (±22.1),256.3% (±206.7%)
Silistra,Total,(5-9),-0.0,2,2.0,1.1,1.9,Not Significant,2.1,-2.1,2.1,-477076231713076.2,-477076231713071.4,-0.0 (±2.1),2.0 (±2.1),-477076231713076.2% (±-477076231713071.4%)
Silistra,Total,(50-54),57.6,112,54.4,13.8,3.9,Significant Increase,27.1,30.5,84.7,94.4,62.2,57.6 (±27.1),54.4 (±27.1),94.4% (±62.2%)
Silistra,Total,(55-59),96.8,173,76.2,17.2,4.4,Significant Increase,33.7,63.1,130.5,78.7,46.1,96.8 (±33.7),76.2 (±33.7),78.7% (±46.1%)
Silistra,Total,(60-64),144.0,206,62.0,20.4,3.0,Significant Increase,40.0,104.0,184.0,43.1,31.1,144.0 (±40.0),62.0 (±40.0),43.1% (±31.1%)
Silistra,Total,(65-69),199.2,307,107.8,24.7,4.4,Significant Increase,48.4,150.8,247.6,54.1,30.1,199.2 (±48.4),107.8 (±48.4),54.1% (±30.1%)
Silistra,Total,(70-74),298.0,438,140.0,26.8,5.2,Significant Increase,52.6,245.4,350.6,47.0,22.1,298.0 (±52.6),140.0 (±52.6),47.0% (±22.1%)
Silistra,Total,(75-79),400.6,503,102.4,29.2,3.5,Significant Increase,57.3,343.3,457.9,25.6,15.8,400.6 (±57.3),102.4 (±57.3),25.6% (±15.8%)
Silistra,Total,(80-84),328.0,424,96.0,28.7,3.3,Significant Increase,56.2,271.8,384.2,29.3,18.9,328.0 (±56.2),96.0 (±56.2),29.3% (±18.9%)
Silistra,Total,(85-89),260.8,315,54.2,25.9,2.1,Significant Increase,50.8,210.0,311.6,20.8,19.7,260.8 (±50.8),54.2 (±50.8),20.8% (±19.7%)
Silistra,Total,(90+),124.6,134,9.4,18.8,0.5,Not Significant,36.9,87.7,161.5,7.5,24.5,124.6 (±36.9),9.4 (±36.9),7.5% (±24.5%)
Sliven,Female,(0-4),18.8,15,-3.8,6.1,-0.6,Not Significant,11.9,6.9,30.7,-20.2,30.9,18.8 (±11.9),-3.8 (±11.9),-20.2% (±30.9%)
Sliven,Female,(10-14),1.0,0,-1.0,1.3,-0.8,Not Significant,2.5,-1.5,3.5,-100.0,0.0,1.0 (±2.5),-1.0 (±2.5),-100.0% (±0.0%)
Sliven,Female,(15-19),6.4,3,-3.4,2.5,-1.4,Not Significant,4.9,1.5,11.3,-53.1,20.4,6.4 (±4.9),-3.4 (±4.9),-53.1% (±20.4%)
Sliven,Female,(20-24),3.0,2,-1.0,2.7,-0.4,Not Significant,5.3,-2.3,8.3,-33.3,42.6,3.0 (±5.3),-1.0 (±5.3),-33.3% (±42.6%)
Sliven,Female,(25-29),4.2,6,1.8,3.4,0.5,Not Significant,6.6,-2.4,10.8,42.9,87.3,4.2 (±6.6),1.8 (±6.6),42.9% (±87.3%)
Sliven,Female,(30-34),6.0,10,4.0,3.8,1.0,Not Significant,7.5,-1.5,13.5,66.7,92.6,6.0 (±7.5),4.0 (±7.5),66.7% (±92.6%)
Sliven,Female,(35-39),11.2,10,-1.2,4.8,-0.2,Not Significant,9.5,1.7,20.7,-10.7,41.0,11.2 (±9.5),-1.2 (±9.5),-10.7% (±41.0%)
Sliven,Female,(40-44),9.2,17,7.8,6.3,1.2,Not Significant,12.4,-3.2,21.6,84.8,106.1,9.2 (±12.4),7.8 (±12.4),84.8% (±106.1%)
Sliven,Female,(45-49),25.0,37,12.0,7.2,1.7,Not Significant,14.0,11.0,39.0,48.0,53.1,25.0 (±14.0),12.0 (±14.0),48.0% (±53.1%)
Sliven,Female,(5-9),1.4,2,0.6,1.7,0.4,Not Significant,3.3,-1.9,4.7,42.9,100.3,1.4 (±3.3),0.6 (±3.3),42.9% (±100.3%)
Sliven,Female,(50-54),25.8,43,17.2,9.4,1.8,Not Significant,18.5,7.3,44.3,66.7,69.6,25.8 (±18.5),17.2 (±18.5),66.7% (±69.6%)
